1,ボスカフェオレ,ボスカフェオレ,コーヒー,120
2,ドトールカフェオレ,ドトールカフェオレ,コーヒー,140
3,クラフトボスラテ,クラフトボスラテ,コーヒー,120
4,ワンダモーニングショット,ワンダモーニングショット,コーヒー,160
5,ダイドーブレンドアメリカン,ダイドーブレンドアメリカン,コーヒー,140
6,カナダドライジンジャーエール,カナダドライジンジャーエール,炭酸飲料,170
7,ファンタオレンジ,ファンタオレンジ,炭酸飲料,160
8,ファンタグレープ,ファンタグレープ,炭酸飲料,100
9,キリンレモン,キリンレモン,炭酸飲料,200
10,リアルゴールド,リアルゴールド,炭酸飲料,130
11,ルイボスティー,ルイボスティー,お茶,160
12,ミネラル麦茶,ミネラル麦茶,お茶,180
13,からだすこやか茶,からだすこやか茶,お茶,130
14,黒烏龍茶,黒烏龍茶,お茶,180
15,生茶,生茶,お茶,150
16,紅茶花伝クラフティーレモネード,紅茶花伝クラフティーレモネード,紅茶,170
17,アールグレイティー,アールグレイティー,紅茶,190
18,ボスノンシュガーティー,ボスノンシュガーティー,紅茶,150
19,午後の紅茶ミルクティー,午後の紅茶ミルクティー,紅茶,170
20,なっちゃんオレンジ,なっちゃんオレンジ,果汁飲料,190
21,ゴクリグレープフルーツ,ゴクリグレープフルーツ,果汁飲料,200
22,エビアン,エビアン,水,190
23,ヤクルト,ヤクルト,乳酸菌飲料,200
24,ポカリスエット,ポカリスエット,スポーツ飲料,180
