1,ジョージアエメラルドマウンテンブラック,ジョージアエメラルドマウンテンブラック,コーヒー,120
2,ボスカフェオレ,ボスカフェオレ,コーヒー,140
3,ワンダ金の微糖,ワンダ金の微糖,コーヒー,210
4,ドトールカフェオレ,ドトールカフェオレ,コーヒー,130
5,ダイドーブレンドアメリカン,ダイドーブレンドアメリカン,コーヒー,210
6,ファンタオレンジ,ファンタオレンジ,炭酸飲料,150
7,ウィルキンソン炭酸,ウィルキンソン炭酸,炭酸飲料,210
8,リアルゴールド,リアルゴールド,炭酸飲料,160
9,オランジーナ,オランジーナ,炭酸飲料,180
10,ドデカミン,ドデカミン,炭酸飲料,180
11,特茶,特茶,お茶,150
12,ルイボスティー,ルイボスティー,お茶,130
13,胡麻麦茶,胡麻麦茶,お茶,200
14,からだ巡り茶,からだ巡り茶,お茶,170
15,黒ウーロン茶,黒ウーロン茶,お茶,200
16,アールグレイティー,アールグレイティー,紅茶,140
17,紅茶花伝ロイヤルミルクティー,紅茶花伝ロイヤルミルクティー,紅茶,200
18,ボスノンシュガーティー,ボスノンシュガーティー,紅茶,170
19,午後の紅茶エスプレッソティーラテ,午後の紅茶エスプレッソティーラテ,紅茶,190
20,ゴクリグレープフルーツ,ゴクリグレープフルーツ,果汁飲料,170
21,なっちゃんアップル,なっちゃんアップル,果汁飲料,190
22,サントリー天然水,サントリー天然すい,水,160
23,カルピスウォーター,カルピスウォーター,乳酸菌飲料,190
24,アクエリアス,アクエリアス,スポーツ飲料,180
