1,ワンダ特製カフェオレ,ワンダ特製カフェオレ,コーヒー,130
2,ワンダクリーミーラテ,ワンダクリーミーラテ,コーヒー,120
3,ボス無糖ブラック,ボス無糖ブラック,コーヒー,160
4,ボスカフェオレ,ボスカフェオレ,コーヒー,150
5,ドトールカフェオレ,ドトールカフェオレ,コーヒー,180
6,カナダドライジンジャーエール,カナダドライジンジャーエール,炭酸飲料,120
7,キリンレモン,キリンレモン,炭酸飲料,150
8,スプライト,スプライト,炭酸飲料,180
9,キレートレモンスパークリング,キレートレモンスパークリング,炭酸飲料,100
10,ファンタメロン,ファンタメロン,炭酸飲料,200
11,ヘルシア緑茶,ヘルシア緑茶,お茶,140
12,ミネラル麦茶,ミネラル麦茶,お茶,180
13,ダカラ優しい麦茶,ダカラ優しい麦茶,お茶,190
14,伊右衛門,伊右衛門,お茶,140
15,おーいお茶,おーいお茶,お茶,170
16,アールグレイティー,アールグレイティー,紅茶,160
17,紅茶花伝リフレッシュオレンジティー,紅茶花伝リフレッシュオレンジティー,紅茶,130
18,午後の紅茶レモンティー,午後の紅茶レモンティー,紅茶,200
19,紅茶花伝クラフティーレモネード,紅茶花伝クラフティーレモネード,紅茶,160
20,小岩井純水ぶどう,小岩井純粋ぶどう,果汁飲料,170
21,ゴクリグレープフルーツ,ゴクリグレープフルーツ,果汁飲料,190
22,サントリー天然水,サントリー天然すい,水,170
23,カルピスウォーター,カルピスウォーター,乳酸菌飲料,200
24,アクエリアス,アクエリアス,スポーツ飲料,190
