1,ジョージアエメラルドマウンテンブラック,ジョージアエメラルドマウンテンブラック,コーヒー,100
2,ボス贅沢微糖,ボス贅沢微糖,コーヒー,160
3,ワンダモーニングショット,ワンダモーニングショット,コーヒー,160
4,ダイドーブレンド微糖,ダイドーブレンド微糖,コーヒー,120
5,ダイドーブレンドアメリカン,ダイドーブレンドアメリカン,コーヒー,180
6,オランジーナ,オランジーナ,炭酸飲料,150
7,ペプシコーラ,ペプシコーラ,炭酸飲料,180
8,スプライト,スプライト,炭酸飲料,120
9,マッチ,マッチ,炭酸飲料,180
10,ファンタメロン,ファンタメロン,炭酸飲料,190
11,ミネラル麦茶,ミネラル麦茶,お茶,200
12,爽健美茶,爽健美茶,お茶,150
13,からだすこやか茶,からだすこやか茶,お茶,190
14,ダカラ優しい麦茶,ダカラ優しい麦茶,お茶,130
15,生茶,生茶,お茶,200
16,午後の紅茶ミルクティー,午後の紅茶ミルクティー,紅茶,160
17,ボスノンシュガーティー,ボスノンシュガーティー,紅茶,130
18,午後の紅茶ストレートティー,午後の紅茶ストレートティー,紅茶,170
19,紅茶花伝リフレッシュオレンジティー,紅茶花伝リフレッシュオレンジティー,紅茶,140
20,ソルティライチ,ソルティライチ,果汁飲料,190
21,小岩井純水ブドウ,小岩井純水ブドウ,果汁飲料,140
22,サントリー天然水,サントリー天然すい,水,170
23,ヤクルト,ヤクルト,乳酸菌飲料,170
24,ポカリスエット,ポカリスエット,スポーツ飲料,200
