1,クランキー,クランキー,チョコレート,150
2,しみコーン,しみコーン,チョコレート,180
3,ブラックサンダー,ブラックサンダー,チョコレート,140
4,アーモンドチョコレート,アーモンドチョコレート,チョコレート,210
5,ダース,ダース,チョコレート,200
6,ポテトチップスうすしお,ポテトチップスうすしお,スナック,170
7,ポテトチップスコンソメ,ポテトチップスコンソメ,スナック,180
8,堅あげポテト,堅あげポテト,スナック,200
9,カール,カール,スナック,210
10,ピザポテト,ピザポテト,スナック,150
11,ポイフル,ポイフル,グミ,210
12,果汁グミ,果汁グミ,グミ,170
13,コロロ,コロロ,グミ,140
14,ポイフル,ポイフル,グミ,220
15,つぶグミ,つぶグミ,グミ,130
16,こんにゃく畑,こんにゃく畑,ゼリー,220
17,ブドウゼリー,ブドウゼリー,ゼリー,160
18,桃ゼリー,桃ゼリー,ゼリー,190
19,みかんゼリー,みかんゼリー,ゼリー,160
20,おからクッキー,おからクッキー,クッキー,180
21,ビスコ,ビスコ,クッキー,220
22,めんべい,めんべい,せんべい,190
23,クロレッツ,クロレッツ,ガム,200
24,カンロ飴,カンロ飴,飴玉,190
