1,小枝,小枝,チョコレート,150
2,ブラックサンダー,ブラックサンダー,チョコレート,130
3,アルフォート,アルフォート,チョコレート,180
4,ガーナチョコレート,ガーナチョコレート,チョコレート,140
5,クランキー,クランキー,チョコレート,170
6,ポテトチップス醤油バター,ポテトチップス醤油バター,スナック,100
7,じゃがりこ,じゃがりこ,スナック,170
8,ポテトチップスうすしお,ポテトチップスうすしお,スナック,120
9,ピザポテト,ピザポテト,スナック,200
10,カール,カール,スナック,170
11,コロロ,コロロ,グミ,180
12,果汁グミ,果汁グミ,グミ,120
13,ゴチグミ,ゴチグミ,グミ,200
14,つぶグミ,つぶグミ,グミ,140
15,忍者めし,忍者めし,グミ,190
16,みかんゼリー,みかんゼリー,ゼリー,160
17,蒟蒻畑,蒟蒻畑,ゼリー,130
18,びわゼリー,びわゼリー,ゼリー,200
19,桃ゼリー,桃ゼリー,ゼリー,160
20,ムーンライト,ムーンライト,クッキー,190
21,チョコチップクッキー,チョコチップクッキー,クッキー,150
22,ぽたぽた焼き,ぽたぽた焼き,せんべい,160
23,ロッテクリーンミントガム,ロッテクリーンミントガム,ガム,180
24,パインアメ,パインアメ,飴玉,190
