1,アーモンドチョコレート,アーモンドチョコレート,チョコレート,100
2,しみコーン,しみコーン,チョコレート,140
3,アルフォート,アルフォート,チョコレート,130
4,ガーナチョコレート,ガーナチョコレート,チョコレート,190
5,クランキー,クランキー,チョコレート,170
6,じゃがりこ,じゃがりこ,スナック,130
7,ジャガビー,ジャガビー,スナック,170
8,ポテロング,ポテロング,スナック,200
9,ポテトチップスうすしお,ポテトチップスうすしお,スナック,120
10,ポテトチップスコンソメ,ポテトチップスコンソメ,スナック,180
11,ゴチグミ,ゴチグミ,グミ,160
12,ハリボーグミ,ハリボーグミ,グミ,120
13,つぶグミ,つぶグミ,グミ,150
14,ピュレグミ,ピュレグミ,グミ,140
15,コロロ,コロロ,グミ,180
16,桃ゼリー,桃ゼリー,ゼリー,160
17,びわゼリー,びわゼリー,ゼリー,180
18,ブドウゼリー,ブドウゼリー,ゼリー,170
19,みかんゼリー,みかんゼリー,ゼリー,200
20,ビスコ,ビスコ,クッキー,190
21,おからクッキー,おからクッキー,クッキー,160
22,黒豆せんべい,黒豆せんべい,せんべい,190
23,マイニチケアガム,マイニチケアガム,ガム,200
24,パインアメ,パインアメ,飴玉,150
