1,ワンダ特製カフェオレ,ワンダとくせいカフェオレ,コーヒー,130
2,ワンダクリーミーラテ,ワンダクリーミーラテ,コーヒー,120
3,ボス無糖ブラック,ボスむとうブラック,コーヒー,160
4,ボスカフェオレ,ボスカフェオレ,コーヒー,150
5,ドトールカフェオレ,ドトールカフェオレ,コーヒー,180
6,カナダドライジンジャーエール,カナダドライジンジャーエール,炭酸飲料,120
7,キリンレモン,キリンレモン,炭酸飲料,150
8,スプライト,スプライト,炭酸飲料,180
9,キレートレモンスパーリング,キレートレモンスパーリング,炭酸飲料,100
10,ファンタメロン,ファンタメロン,炭酸飲料,200
11,ヘルシア緑茶,ヘルシアりょくちゃ,お茶,140
12,ミネラル麦茶,ミネラルむぎちゃ,お茶,180
13,ダカラ優しい麦茶,ダカラやさしいむぎちゃ,お茶,190
14,伊右衛門,いえもん,お茶,140
15,おーいお茶,おーいおちゃ,お茶,170
16,アールグレイティー,アールグレイティー,紅茶,160
17,紅茶花伝リフレッシュオレンジティー,こうちゃかでんリフレッシュオレンジティー,紅茶,130
18,午後の紅茶レモンティー,ごごのこうちゃレモンティー,紅茶,200
19,紅茶花伝クラフティーレモネード,こうちゃかでんクラフティーレモネード,紅茶,160
20,小岩井純水ぶどう,こいわいじゅんすいぶどう,果汁飲料,170
21,ゴクリグレープフルーツ,ゴクリグレープフルーツ,果汁飲料,190
22,サントリー天然水,サントリーてんねんすい,水,170
23,カルピスウォーター,カルピスウォーター,乳酸菌飲料,200
24,アクエリアス,アクエリアス,スポーツ飲料,190
