1,ジョージアエメラルドマウンテンブラック,ジョージアエメラルドマウンテンブラック,コーヒー,120
2,ボスカフェオレ,ボスカフェオレ,コーヒー,140
3,ワンダ金の微糖,ワンダきんのびとう,コーヒー,210
4,ドトールカフェオレ,ドトールカフェオレ,コーヒー,130
5,ダイドーブレンドアメリカン,ダイドーブレンドアメリカン,コーヒー,210
6,ファンタオレンジ,ファンタオレンジ,炭酸飲料,150
7,ウィルキンソン炭酸,ウィルキンソンたんさん,炭酸飲料,210
8,リアルゴールド,リアルゴールド,炭酸飲料,160
9,オランジーナ,オランジーナ,炭酸飲料,180
10,ドデカミン,ドデカミン,炭酸飲料,180
11,特茶,とくちゃ,お茶,150
12,ルイボスティー,ルイボスティー,お茶,130
13,胡麻麦茶,ごまむぎちゃ,お茶,200
14,からだ巡り茶,からだめぐりちゃ,お茶,170
15,黒烏龍茶,くろうーろんちゃ,お茶,200
16,アールグレイティー,アールグレイティー,紅茶,140
17,紅茶花伝ロイヤルミルクティー,こうちゃかでんロイヤルミルクティー,紅茶,200
18,ボスノンシュガーティー,ボスノンシュガーティー,紅茶,170
19,午後の紅茶エスプレッソティーラテ,ごごのこうちゃエスプレッソティーラテ,紅茶,190
20,ゴクリグレープフルーツ,ゴクリグレープフルーツ,果汁飲料,170
21,なっちゃんアップル,なっちゃんアップル,果汁飲料,190
22,サントリー天然水,サントリーてんねんすい,水,160
23,カルピスウォーター,カルピスウォーター,乳酸菌飲料,190
24,アクエリアス,アクエリアス,スポーツ飲料,180
