1,ジョージアエメラルドマウンテンブラック,ジョージアエメラルドマウンテンブラック,コーヒー,100
2,ボス贅沢微糖,ボスぜいたくびとう,コーヒー,160
3,ワンダモーニングショット,ワンダモーニングショット,コーヒー,160
4,ダイドーブレンド微糖,ダイドーブレンドびとう,コーヒー,120
5,ダイドーブレンドアメリカン,ダイドーブレンドアメリカン,コーヒー,180
6,オランジーナ,オランジーナ,炭酸飲料,150
7,ペプシコーラ,ペプシコーラ,炭酸飲料,180
8,スプライト,スプライト,炭酸飲料,120
9,マッチ,マッチ,炭酸飲料,180
10,ファンタメロン,ファンタメロン,炭酸飲料,190
11,ミネラル麦茶,ミネラルむぎちゃ,お茶,200
12,爽健美茶,そうけんびちゃ,お茶,150
13,からだやか茶,からだすこやかちゃ,お茶,190
14,ダカラ優しい麦茶,ダカラやさしいむぎちゃ,お茶,130
15,生茶,なまちゃ,お茶,200
16,午後の紅茶ミルクティー,ごごのこうちゃミルクティー,紅茶,160
17,ボスノンシュガーティー,ボスノンシュガーティー,紅茶,130
18,午後の紅茶ストレートティー,ごごのこうちゃストレートティー,紅茶,170
19,紅茶花伝リフレッシュオレンジティー,こうちゃかでんリフレッシュオレンジティー,紅茶,140
20,ソルティライチ,ソルティライチ,果汁飲料,190
21,小岩井純水ぶどう,こいわいじゅんすいぶどう,果汁飲料,140
22,サントリー天然水,サントリーてんねんすい,水,170
23,ヤクルト,ヤクルト,乳酸菌飲料,170
24,ポカリスエット,ポカリスエット,スポーツ飲料,200
